,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
1216,Fukushima,"27 July, 2011",Fukushima,Iwaki City,"25 July, 2011",___,"Wakame seaweed
(Undaria pinnatifida)",,41,Not detectable,,"Fukushima Agricultural Technology
Centre",41,ND,s,s,
1327,Fukushima,"3 August, 2011",Fukushima,Iwaki City,"27 July, 2011",___,"Wakame seaweed
(Undaria pinnatifida)",,58,Not detectable,,"Fukushima Agricultural Technology
Centre",58,ND,s,s,
5223,Kanagawa,"10 January,2012",Kanagawa,"Yokosuka City
(Hashirimizu Port)","4 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
5228,Yokohama City,"6 January,2012",Kanagawa,"Offshore
Yokohama City","6 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.1,Not detectable,,"Yokohama City Institute of Public
Health",1.1,ND,s,s,
5443,Yokohama City,"20 January,2012",Kanagawa,"Offshore
Yokohama City","18 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
5511,Kanagawa,"23 January,2012",Kanagawa,Chigasaki City (Chigasaki Fishing Port),"18 January,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
6125,Kanagawa,"9 February,2012",Kanagawa,Kamakura City (Shore of Kamakura),"6 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
6698,Chiba,"24 February,2012",Chiba,Kaneya cultivation area,"20 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6998,Yokohama City,"27 February,2012",Kanagawa,"Offshore
Yokohama City","20 February,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
7277,Yokohama City,"8 March,2012",Kanagawa,"Offshore
Yokohama City","7 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Yokohama City Institute of Public
Health",ND,ND,s,s,
7881,Kanagawa,"23 March,2012",Kanagawa,Kamakura City (Koshigoe Fishing Port),"15 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
7971,Ibaraki,"23 March,2012",Ibaraki,"Shore of
Hitachi City","21 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,ND,s,s,
8327,Ibaraki,"28 March,2012",Ibaraki,"Shore of
Kita-ibaraki City","22 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1,Not detectable,,Private inspection facility,1,ND,s,s,
8328,Ibaraki,"28 March,2012",Ibaraki,"Shore of
Hitachinaka City","22 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8419,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","26 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.6,Not detectable,,Japan Chemical Analysis Center,1.6,ND,s,s,
8420,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","27 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
8421,Ibaraki,"30 March,2012",Ibaraki,"Shore of
Hitachi City","27 March,2012",___,"Wakame seaweed
(Undaria pinnatifida)",,1.6,Not detectable,,Private inspection facility,1.6,ND,s,s,
8459,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Nagaiso, Kesennuma City",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8460,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8461,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8462,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Shjizugawa, Sanrik Town, Motoyoshi-gun",_,_______________,"Wakame seaweed(farmed)
(Undaria pinnatifida) (boilled and salted) (processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
302,Ibaraki,"17 May, 2011",Ibaraki,Hitachi City,"16 May, 2011",__________,"Salted wakame seaweed
(processed)",,14,,17,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",14,17,s,s,
367,Ibaraki,"24 May, 2011",Ibaraki,Kitaibaraki City,"21 May, 2011",__________,"Dried wakame seawee
(processed)",,44,,46,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",44,46,s,s,
301,Ibaraki,"17 May, 2011",Ibaraki,Hitachi City,"16 May, 2011",__________,Dried wakame seaweed(processed),Not detectable,,,21,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",ND,21,s,s,
602,National Federation of Fisheries Co- operative Associations,"15 June, 2011",Iwate,"Hirono Town, Kunohe-gun (Shukunohe)","27 May, 2011","_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8473,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Hanabuchi-hama, Shichigahama Town,
Miyagi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8474,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Obuchihama, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8476,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Matsuzaki, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8477,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Motoyoshi, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8479,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8480,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Hanabuchi-hama, Shichigahama Town,
Miyagi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8481,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Obuchihama, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8482,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8494,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8495,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Tajiri, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8497,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8498,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8504,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Hanabuchi-hama, Shichigahama Town,
Miyagi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8505,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Obuchihama, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8506,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8508,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8509,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Nagaiso, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8510,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Motoyoshi, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8511,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8512,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8515,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,Shiogama City,_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8516,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Obuchihama, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8517,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8529,National Federation of Fisheries Co- operative Associations,"21 March,2012",Iwate,"Osawa, Yamada Town, Shimonohei-Gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8530,National Federation of Fisheries Co- operative Associations,"21 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8531,National Federation of Fisheries Co- operative Associations,"21 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8534,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Karakuwa Town, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8535,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Matsuzaki, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8536,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Motoyoshi Town, Kesennuma City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8544,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Obuchihama, Ishinomaki City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8545,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Hanabuchi-hama, Shichigahama Town,
Miyagi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8548,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Shizugawa, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8549,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8551,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Taro, Miyako City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8552,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Osawa, Yamada Town, Shimonohei-Gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8553,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Hakozaki Town, Kamaishi City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8554,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Yoshihama, Sanriku Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8555,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8556,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Ryori, Sanriku Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8558,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8559,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8560,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Oduchi Town, Kamihei-Gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8562,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Matsusaki Town, Ofunato City",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8563,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Noda Village, Kunohe-Gun",_,"_______
_______",Wakame seaweed (Undaria pinnatifida) (boiled and salted) (processed),Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8478,National Federation of Fisheries Co- operative Associations,"29 February,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8496,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Motoyoshi, Kesennuma City",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8532,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Motoyoshi, Kesennuma City",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8543,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Jyusan-hama, Kitakami Town, Ishinomaki City",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8550,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Omoe, Miyako City",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8557,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Fudai Village, Shimohei-Gun",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8561,National Federation of Fisheries Co- operative Associations,"29 March,2012",Iwate,"Oduchi Town, Kamihei-Gun",_,"_______
_______","Wakame seaweed (Undaria pinnatifida) (boiled and salted)
(processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
481,National Federation of Fisheries Co- operative Associations,"2 June, 2011",Iwate,"Hirono Town, Kunohe-gun (Okonaihama)","16 May, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
487,National Federation of Fisheries Co- operative Associations,"2 June, 2011",Iwate,"Omoe, Miyako City","21 May, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
605,National Federation of Fisheries Co- operative Associations,"15 June, 2011",Iwate,Kuji City (Kuki),"8 June, 2011","_______
_______","Wakame seaweed
(Undaria pinnatifida) (boiled and salted) (processed)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
8475,National Federation of Fisheries Co- operative Associations,"22 February,2012",Miyagi,"Tajiri, Kesennuma City",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8493,National Federation of Fisheries Co- operative Associations,"7 March,2012",Miyagi,"Tajiri, Kesennuma City",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8513,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Tajiri, Kesennuma City",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8514,National Federation of Fisheries Co- operative Associations,"15 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8540,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Tajiri, Kesennuma City",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
8541,National Federation of Fisheries Co- operative Associations,"26 March,2012",Miyagi,"Utatsu, Sanriku Town, Motoyoshi-gun",_,"_______
____","Wakame seaweed (Undaria pinnatifida) (dried)
(processed)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
5858,Kanagawa,"30 January,2012",Kanagawa,Miura City (Kaneda Fishing Port),"25 January,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6415,Fukushima,"15 February,2012",Fukushima,Iwaki City,"12 February,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,s,
6673,Kanagawa,"23 February,2012",Kanagawa,Zushi City (Kotsubo Fishing Port),"20 February,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,s,s,
7488,Fukushima,"14 March,2012",Fukushima,Iwaki City,"5 March,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",,12,Not detectable,,"Fukushima Agricultural Technology
Centre",12,ND,s,s,
8185,Fukushima,"28 March,2012",Fukushima,Iwaki City,"22 March,2012",_______,"Wakame seaweed
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,s,s,
4611,Miyagi,"7 December,2011",Miyagi,Matsushima Bay,"5 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Tohoku University,ND,ND,s,s,
4949,Miyagi,"21 December,2011",Miyagi,Offshore Utatsu,"13 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"National Research Institute of Fisheries Science, Fisheries Research Agency, Japan",ND,ND,s,s,
5489,Miyagi,"20 January,2012",Miyagi,Ishinomaki Bay,"17 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
5490,Miyagi,"20 January,2012",Miyagi,Matsushima Bay,"18 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Agriculture,  Forestry and Fisheries
Department, Miyagi prefecture",ND,ND,s,s,
5680,Miyagi,"27 January,2012",Miyagi,Kesennuma Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",,0.54,Not detectable,,"Japan Frozen Foods Inspection
Corporation",0.54,ND,s,s,
5681,Miyagi,"27 January,2012",Miyagi,Kesennuma Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5682,Miyagi,"27 January,2012",Miyagi,Shizugawa] Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5683,Miyagi,"27 January,2012",Miyagi,Shizugawa] Bay,"21 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5684,Miyagi,"27 January,2012",Miyagi,Ishinomaki Bay,"20 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
5859,Kanagawa,"30 January,2012",Kanagawa,Miura City (Kaneda Fishing Port),"25 January,2012",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,s,s,
6096,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Motoyoshi Town, Kesennuma City","13 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6097,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Minami-sanriku Town,Motoyoahi- Gun","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6098,National Federation of Fisheries Co- operative Associations,"27 December,2011",Miyagi,"Obuchihama, Ishinomaki City","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6099,"National Federation of Fisheries Co-
operative
Associations","27 December,2011",Miyagi,"Kitakami Town, Ishinomaki City","14 December,2011",_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,"Public Health Society of Miyagi
Prefecture",ND,ND,s,s,
6102,National Federation of Fisheries Co- operative Associations,"20 January,2012",Iwate,"Otomo Town, Rikuzen-takata City",-,_______,"Wakame seaweed(farmed)
(Undaria pinnatifida)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,s,s,
