,Press release,,Origin,,Sampling date,Item,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,,
3201,Fukushima,"26 October,2011",Fukushima,"Hinoemata Village
(inland waters)","21 October,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3202,Fukushima,"26 October,2011",Fukushima,"Dadami Town
(inland waters)","21 October,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3203,Fukushima,"26 October,2011",Fukushima,"Kawauchi Village
(inland waters)","21 October,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3447,Fukushima,"2 November ,2011",Fukushima,"Inawashiro Town
(inland waters)","28 October,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3538,Miyagi,"2 November ,2011",Miyagi,"Yamato Town
(inland waters)","31 October,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,Tohoku University,ND,ND,f,f,
3662,Fukushima,"9 November ,2011",Fukushima,"Nishigo Village
(inland waters)","2 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,8.1,Not detectable,,"Fukushima Agricultural Technology
Centre",8.1,ND,f,f,
3958,Fukushima,"16 November ,2011",Fukushima,"Shimogo Town
(inland waters)","9 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3959,Fukushima,"16 November ,2011",Fukushima,"Tenei Village
(inland waters)","9 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3960,Fukushima,"16 November ,2011",Fukushima,"Bandai Town
(inland waters)","11 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4193,Fukushima,"24 November ,2011",Fukushima,"Minami-aizu Town
(inland waters)","16 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4399,Fukushima,"30 November ,2011",Fukushima,"Fukushima City
(inland waters)","22 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4400,Fukushima,"30 November ,2011",Fukushima,"Hiniemata Village
(inland waters)","24 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4574,Fukushima,"7 December,2011",Fukushima,"Kawauchi Village
(inland waters)","29 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f,
4575,Fukushima,"7 December,2011",Fukushima,"Inawashiro Town
(inland waters)","30 November ,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4730,Fukushima,"14 December,2011",Fukushima,"Nishigo Village
(inland waters)","12 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,27,Not detectable,,"Fukushima Agricultural Technology
Centre",27,ND,f,f,
4731,Fukushima,"14 December,2011",Fukushima,"Shimogo Town
(inland waters)","7 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4732,Fukushima,"14 December,2011",Fukushima,"Tenei Village
(inland waters)","7 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4733,Fukushima,"14 December,2011",Fukushima,"Bandai Town
(inland waters)","7 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4937,Fukushima,"21 December,2011",Fukushima,"Kawauchi Village
(inland waters)","15 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
4938,Fukushima,"21 December,2011",Fukushima,"Tadami Town
(inland waters)","14 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5146,Fukushima,"28 December,2011",Fukushima,"Minami-aizu Town
(inland waters)","20 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5147,Fukushima,"28 December,2011",Fukushima,"Fukushiima City
(inland waters)","20 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5148,Fukushima,"28 December,2011",Fukushima,"Hinoemata Village
(inland waters)","20 December,2011",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5237,Fukushima,"11 January,2012",Fukuahima,"Nishigo Village
(inland waters)","5 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5238,Fukushima,"11 January,2012",Fukuahima,"Bandai Town
(inland waters)","6 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f,
5623,Fukushima,"25 January,2012",Fukushima,"Tadami Town
(inland waters)","18 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5624,Fukushima,"25 January,2012",Fukushima,"Hinoemata Village
(inland waters)","18 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5625,Fukushima,"25 January,2012",Fukushima,"Tenei Village
(inland waters)","19 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5626,Fukushima,"25 January,2012",Fukushima,"Minami-aizu Town
(inland waters)","19 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5627,Fukushima,"25 January,2012",Fukushima,"Kawauchi Village
(inland waters)","19 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5628,Fukushima,"25 January,2012",Fukushima,"Fukushima City
(inland waters)","22 January,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
5880,Chiba,"2 February,2012",Chiba,"Kashiwa City
(inland waters)","1 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,Tokyo Quarantine Station,ND,ND,f,f,
6068,Fukushima,"8 February,2012",Fukushima,"Nishigo Village
(inland waters)","2 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,7.2,Not detectable,,"Fukushima Agricultural Technology
Centre",7.2,ND,f,f,
6414,Fukushima,"15 February,2012",Fukushima,"Bandai Town
(inland waters)","8 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6624,Fukushima,"22 February,2012",Fukushima,"Kawauchi Village
(inland waters)","16 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6625,Fukushima,"22 February,2012",Fukushima,"Fukushima City
(inland waters)","19 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6965,Fukushima,"29 February,2012",Fukushima,"Tadami Town
(inland waters)","22 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6966,Fukushima,"29 February,2012",Fukushima,"Hinoemata Village
(inland waters)","22 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6967,Fukushima,"29 February,2012",Fukushima,"Minami-aizu Town
(inland waters)","23 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6968,Fukushima,"29 February,2012",Fukushima,"Shimogo Town
(inland waters)","23 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
6969,Fukushima,"29 February,2012",Fukushima,"Tenei Village
(inland waters)","23 February,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7248,Tochigi,"8 March,2012",Tochigi,"Nikko City
(inland waters)","1 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
7249,Tochigi,"8 March,2012",Tochigi,"Nikko City
(inland waters)","2 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
7250,Tochigi,"8 March,2012",Tochigi,"Nasu-shiobara City
(inland waters)","5 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
7359,Gunma,"12 March,2012",Gunma,"Kawaba Village
(inland waters)","1 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f,
7368,Gunma,"12 March,2012",Gunma,"Kawaba Village
(inland waters)","6 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,f,f,
7372,Gunma,"12 March,2012",Gunma,"Higashi-agatsuma
Town
(inland waters)","6 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis Center,ND,ND,f,f,
7482,Fukushima,"14 March,2012",Fukushima,"Fukushima City
(inland waters)","9 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7483,Fukushima,"14 March,2012",Fukushima,"Minami-aizu Town
(inland waters)","9 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7484,Fukushima,"14 March,2012",Fukushima,"Bandai Town
(inland waters)","12 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7785,Fukushima,"21 March,2012",Fukushima,Nishigo Village,"15 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7786,Fukushima,"21 March,2012",Fukushima,Shimogo Town,"14 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7787,Fukushima,"21 March,2012",Fukushima,Kawauchi Village,"14 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
7788,Fukushima,"21 March,2012",Fukushima,Tenei Village,"14 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
8180,Fukushima,"28 March,2012",Fukushima,"Tadami Town
(inland waters)","26 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,11,Not detectable,,"Fukushima Agricultural Technology
Centre",11,ND,f,f,
8181,Fukushima,"28 March,2012",Fukushima,"Hinoemata Village
(inland waters)","26 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",,23,Not detectable,,"Fukushima Agricultural Technology
Centre",23,ND,f,f,
8227,Tochigi,"28 March,2012",Tochigi,"Nikko City
(inland waters)","26 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
8372,Tochigi,"30 March,2012",Tochigi,"Nikko City
(inland waters)","26 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
8373,Tochigi,"30 March,2012",Tochigi,"Nikko City
(inland waters)","26 March,2012",_______,"Whitespotted char(farmed)
(Salvelinus  leucomaenis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f,
17,Fukushima,"31,March, 2011",Fukushima,"Nishigo Village
(inland waters)","30,March, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,13,,Japan Chemical Analysis  Center,ND,13,f,f,
26,Tochigi Aquaculture Fisheries Cooperative,"4,April, 2011",Tochigi,"Sakura City
(inland waters)","25,March, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,,,Private inspection facility,ND,0,f,f,
29,Tochigi Aquaculture Fisheries Cooperative,"4,April, 2011",Tochigi,"Nikko City
(inland waters)","26,March, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,,,Private inspection facility,ND,0,f,f,
49,Fukushima,"7,April, 2011",Fukushima,"Nishigo Village
(inland waters)","6,April, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,,8.1,Japan Chemical Analysis  Center,ND,8.1,f,f,
419,Fukushima,"26 May, 2011",Fukushima,"Kawauchi Village
(inland waters)","23 May, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
420,Fukushima,"26 May, 2011",Fukushima,"Fukushima City
(inland waters)","24 May, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
475,Fukushima,"2 June, 2011",Fukushima,"Bandai Town
(inland waters)","30 May, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
476,Fukushima,"2 June, 2011",Fukushima,"Minami-aizu Town
(inland waters)","30 May, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
570,Fukushima,"9 June, 2011",Fukushima,Tenei Village,"3 June, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
651,Fukushima,"16 June, 2011",Fukushima,"Tadami Town
(inland waters)","10 June, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
652,Fukushima,"16 June, 2011",Fukushima,"Hinoemata Village
(inland waters)","10 June, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
653,Fukushima,"16 June, 2011",Fukushima,"Yamatsuri Town
(inland waters)","9 June, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
739,Fukushima,"23 June, 2011",Fukushima,"Nishigo Village
(inland waters)","17 June, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f,
1035,Fukushima,"13 July, 2011",Fukushima,"Bandai Town
(inland waters)","7 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1038,Fukushima,"13 July, 2011",Fukushima,"Nishigo Village
(inland waters)","8 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1040,Fukushima,"13 July, 2011",Fukushima,"Fukushima City
(inland waters)","8 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1115,Fukushima,"20 July, 2011",Fukushima,"Tadami Town
(inland waters)","13 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1116,Fukushima,"20 July, 2011",Fukushima,"Mishima Town
(inland waters)","13 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1118,Fukushima,"20 July, 2011",Fukushima,"Hinoemata Village
(inland waters)","14 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1119,Fukushima,"20 July, 2011",Fukushima,"Minamiaizu Town
(inland waters)","14 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1120,Fukushima,"20 July, 2011",Fukushima,"Kawauchi Village
(inland waters)","15 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",,29,Not detectable,,"Fukushima Agricultural Technology
Centre",29,ND,f,f,
1213,Fukushima,"27 July, 2011",Fukushima,"Shimogo Town
(inland waters)","212 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1214,Fukushima,"27 July, 2011",Fukushima,"Tenei Village
(inland waters)","21 July, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1412,Fukushima,"10 August, 2011",Fukushima,"Shimogo Town
(inland waters)","4 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1413,Fukushima,"10 August, 2011",Fukushima,"Tenei Village
(inland waters)","4 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1414,Fukushima,"10 August, 2011",Fukushima,"Nishigo Village
(inland waters)","5 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1415,Fukushima,"10 August, 2011",Fukushima,"Fukushima City
(inland waters)","5 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1475,Fukushima,"16 August, 2011",Fukushima,"Bandai Town
(inland waters)","10 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1476,Fukushima,"16 August, 2011",Fukushima,"Minami-aizu Town
(inland waters)","11 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1477,Fukushima,"16 August, 2011",Fukushima,"Hinoemata Village
(inland waters)","11 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
1696,Fukushima,"31 August, 2011",Fukushima,"Kawauchi Village
(inland waters)","24 August, 2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2005,Fukushima,"14 September,2011",Fukusima,"Tenei Village
(inland waters)","8 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2006,Fukushima,"14 September,2011",Fukusima,"Shimogo Town
(inland waters)","8 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2014,Miyagi,"14 September,2011",Miyagi,"Kurihara City
(inland waters)","12 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",,5,Not detectable,,Tohoku University,5,ND,f,f,
2159,Fukushima,"21 September,2011",Fukusima,"Nishigo Village
(inland waters)","15 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",,6.4,Not detectable,,"Fukushima Agricultural Technology
Centre",6.4,ND,f,f,
2160,Fukushima,"21 September,2011",Fukusima,"Inawashiro Town
(inland waters)","16 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",,13,Not detectable,,"Fukushima Agricultural Technology
Centre",13,ND,f,f,
2161,Fukushima,"21 September,2011",Fukusima,"Minami-aizu Town
(inland waters)","16 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2320,Fukushima,"28 September,2011",Fukusima,"Kawauchi Village
(inland waters)","20 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2321,Fukushima,"28 September,2011",Fukusima,"Hinoemata Village
(inland waters)","21 September,2011",_______,"Whitespotted char(farmed)
(Salvelinus leucomaenis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
2951,Fukushima,"19 October,2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"17 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,99,Not detectable,,"Fukushima Agricultural Technology
Centre",99,ND,f,f,
2952,Fukushima,"19 October,2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"14 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,48,Not detectable,,"Fukushima Agricultural Technology
Centre",48,ND,f,f,
2953,Fukushima,"19 October,2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"12 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,43,Not detectable,,"Fukushima Agricultural Technology
Centre",43,ND,f,f,
2954,Fukushima,"19 October,2011",Fukushima,"Aizu-wakamatsu
Town
(Agagawa River)
(inland waters)","14 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,37,Not detectable,,"Fukushima Agricultural Technology
Centre",37,ND,f,f,
2955,Fukushima,"19 October,2011",Fukushima,Aizu-misato Town (Agagawa River) (inland waters),"14 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,55,Not detectable,,"Fukushima Agricultural Technology
Centre",55,ND,f,f,
3338,Gunma,"1 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27-28 October,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,685,Not detectable,,Gunma Agricultural Technology Center,685,ND,f,f,
3941,Fukushima,"16 November ,2011",Fukushima,"Aizu-wakamatsu
City
(Agagawa River)
(inland waters)","10 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f,
3942,Fukushima,"16 November ,2011",Fukushima,Minami-aizu Town (Agagawa River) (inland waters),"12 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f,
3943,Fukushima,"16 November ,2011",Fukushima,Kitakata City (Agagawa River) (inland waters),"13 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,44,Not detectable,,"Fukushima Agricultural Technology
Centre",44,ND,f,f,
3944,Fukushima,"16 November ,2011",Fukushima,Nishi-aizu Town (Agagawa River) (inland waters),"13 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,78,Not detectable,,"Fukushima Agricultural Technology
Centre",78,ND,f,f,
4185,Fukushima,"24 November ,2011",Fukushima,Yanaizu Town (Agagawa River) (inland waters),"18 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,94,Not detectable,,"Fukushima Agricultural Technology
Centre",94,ND,f,f,
4335,Gunma,"29 November ,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","27 November ,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,659,Not detectable,,Gunma Agricultural Technology Center,659,ND,f,f,
4929,Fukushima,"21 December,2011",Fukushima,Kitakata City (Abukuma River) (inland waters),"17 December,2011",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,30,Not detectable,,"Fukushima Agricultural Technology
Centre",30,ND,f,f,
6271,Tochigi,"15 February,2012",Tochigi,"Nasu-karasuyama
City
(Nakagawa River)
(inland waters)","7 February,2012",_______,"Japanese dace(wild)
(Tribolodon  hakonensis)",,82.9,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",82.9,ND,f,f,
